Date,JPM,USB,WFC,CMA,C,BAC
01/05/1981,-0.601820446,0,0,0,0.266469129,0
04/05/1981,-0.30403464,0,-0.712351278,-1.01004648,-0.266469129,-1.35733398
05/05/1981,-0.511596572,-0.860161102,0,0,0.133438935,-0.694857176
06/05/1981,-0.831154541,0,0.384371118,0,0,0.348846402
07/05/1981,0.209290134,-1.32260846,0.190853222,0,0.133030194,-0.348846402
08/05/1981,0.518887437,0,-0.190853222,-0.256244081,-0.669215413,0
11/05/1981,-0.103265282,-1.364615367,-0.384371118,-0.517030799,-0.406506422,0.348846402
12/05/1981,-0.624912288,0.459652531,-1.572299386,-0.260822908,0,-1.055002086
13/05/1981,0.521335384,0,0.39847686,0,0.135949646,-0.717886336
14/05/1981,0.309819157,0.904962836,1.173822526,0.520126681,0.405232184,0.360426479
15/05/1981,-0.206242253,0.445066228,0,0,1.193538725,-0.360426479
18/05/1981,0.717838825,-0.895190539,0.384371118,0.513971106,-0.526426912,0.360426479
19/05/1981,1.695470282,0,0.190853222,0,-0.132571808,0.357459857
20/05/1981,-0.392992278,0,-0.190853222,0.507922474,-0.534540005,0
21/05/1981,-0.098842713,0.450124311,0.190853222,0,-0.54118183,1.40101286
22/05/1981,1.459124082,0,0,0,0.406506422,-0.346010774
26/05/1981,0.190931236,0.886053776,-0.190853222,0,2.106098429,0.689341987
27/05/1981,-0.190931236,0,0.190853222,0.502124005,0,-1.038188389
28/05/1981,0.286052974,0.868764737,0.755386752,0.496312401,-0.128699036,-0.351671211
29/05/1981,0.284181176,0,0.742348406,0,0,-0.354484473
01/06/1981,0.37601883,0.427951048,-0.742348406,0,-0.64918526,-0.357459857
02/06/1981,0.093463783,0.42335596,0.372822798,0,-1.598770909,0
03/06/1981,-0.658749937,0,0.369525608,-0.496312401,0.270556777,0
04/06/1981,-0.380966826,0,0,0,-0.135065278,0
05/06/1981,0.286052974,-0.42335596,0.729994079,0.24886518,0,0.71194433
08/06/1981,0,0,0.717806537,0.738187588,0.135065278,-1.072370809
09/06/1981,-0.766974004,0,1.055001937,-0.987052768,0,-0.363442754
10/06/1981,0.956614657,0,0.860042401,0,-0.406506422,-0.736139274
11/06/1981,1.942862034,0.843039973,-0.341883443,0,0.675416905,2.523624047
12/06/1981,0.539480838,0.415667149,0.341883443,0.496312401,0.928312724,0.694857176
15/06/1981,0.355985148,-0.415667149,0,0.490740366,0.651122392,1.35733398
16/06/1981,0.176913581,-0.843039973,-0.341883443,0,-0.651122392,0.66303001
17/06/1981,-0.354513294,0.843039973,0.681210302,0,0.261611292,0.653059668
18/06/1981,-1.081279525,0,0,0,0,0.322909848
19/06/1981,-0.1828727,0,-0.681210302,-0.490740366,-0.657047278,-0.648185715
22/06/1981,-0.739230986,0,0.681210302,0,0.395435986,1.286890688
23/06/1981,0.093063097,-0.419684014,0,0,0.130990926,1.861519737
24/06/1981,0.278096028,0,-1.19936926,0,-0.526426912,-1.232122659
25/06/1981,-0.371159125,0.419684014,0,-0.496312401,-0.532876738,-0.629397078
26/06/1981,-0.562804575,-0.843039973,0,0,-0.403975761,-1.286890688
29/06/1981,0.282294201,0,0,0,-0.407817698,-0.3277838
30/06/1981,-0.093907533,0,0,0,0.272326199,-0.330276575
01/07/1981,0,-0.427951048,-2.502802552,0,0,-0.668130641
02/07/1981,-0.28292719,-0.432210054,0.729994079,0,0.270556777,-0.67862556
06/07/1981,-1.639023989,-0.436554684,-0.363463273,0,-0.542882975,0
07/07/1981,-0.89345226,0,0,-0.502124005,0.407817698,-0.343331214
08/07/1981,0.696501252,0,0,0.750989185,-0.135491499,-0.694857176
09/07/1981,1.168567737,0,1.08126981,0.493528557,-0.135949646,0.348846402
10/07/1981,-0.483101491,0.868764737,-1.08126981,0,0,0
13/07/1981,-0.982588105,0.427951048,-0.736056415,-0.246081336,-0.824628821,-0.348846402
14/07/1981,-1.005356146,-0.427951048,-2.482402473,0.246081336,-0.982301073,-0.706155684
15/07/1981,0.905855086,0.427951048,1.163339701,0,0.843326036,0
16/07/1981,-0.500932571,0,0.190853222,0,-0.139401192,0
17/07/1981,0.100654052,0,0.379335701,0,-0.280222411,-0.717886336
20/07/1981,-1.017173139,-0.860161102,-0.570188922,0,-1.574245544,-0.363442754
21/07/1981,-0.413578025,-0.436554684,-0.772174502,-0.742393737,-1.181790637,0
22/07/1981,0,0.436554684,0.387803384,-0.250336322,0.594909728,-1.484910562
23/07/1981,0.103758868,0,-0.778968582,-0.251787683,0.294423915,-1.147964835
24/07/1981,0.7195817,0,0,0.251787683,0.437986654,1.52399449
27/07/1981,0.607410596,0,1.163339701,0,0,1.108880907
28/07/1981,-0.607410596,0,-0.384371118,0,-0.584904315,-0.736139274
